date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua,"('ICLN', 'ICLN')_ret","('XLE', 'XLE')_ret","('Brent', 'BZ=F')_ret",carbon_eua_ret,"('SP500', '^GSPC')_ret",dgs10_diff,carbon_shock_resid,carbon_shock
2018-05-22,9.087337493896484,56.7398796081543,13.220000267028809,79.56999969482422,2724.43994140625,3.06,17.08,0.0029983731539015,-0.0133959382914453,0.0044083259513338,0.0236977914298229,-0.0031406885928751,0.0,0.01979585890391196,0
2018-05-23,9.051060676574709,56.73261260986328,12.579999923706056,79.80000305175781,2733.2900390625,3.01,17.15,-0.0040000076467717,-0.000128083875817,0.0028864091442101,0.004089985251525,0.0032431452068987,-0.0500000000000002,0.006808845045953382,0
2018-05-24,8.942232131958008,55.7998161315918,12.529999732971191,78.79000091552734,2727.760009765625,2.98,17.45,-0.0120967154650012,-0.016578649437461,-0.0127374458209029,0.0173414750364873,-0.0020252629577225,-0.0299999999999998,0.015473487549838884,0
2018-05-25,8.83340072631836,54.34961700439453,13.220000267028809,76.44000244140625,2721.330078125,2.93,17.17,-0.0122451635212005,-0.0263330075439505,-0.0302799455665095,-0.0161759737390519,-0.0023600030541859,-0.0499999999999998,-0.01765126275745082,0
2018-05-29,8.69736099243164,54.18202209472656,17.020000457763672,75.38999938964844,2689.860107421875,2.77,17.47,-0.015520428247341,-0.0030884089519494,-0.0138315191832406,0.0173214492365808,-0.0116315725117922,-0.1600000000000001,0.01523692306546915,0
2018-05-30,8.8424711227417,55.82167434692383,14.9399995803833,77.5,2724.010009765625,2.84,17.02,0.0165467309154015,0.0298130653713579,0.0276033042316129,-0.026096001000737,0.0126158753519238,0.0699999999999998,-0.023865011818429285,0
2018-05-31,8.806193351745605,55.39900970458984,15.43000030517578,77.58999633789062,2705.27001953125,2.83,16.16,-0.0041111124463249,-0.0076005048994735,0.0011605693483421,-0.0518500700522786,-0.0069033332434342,-0.0099999999999997,-0.055278797434095236,1
2018-06-01,8.760847091674805,55.66136169433594,13.460000038146973,77.58999633789062,2734.6201171875,2.89,16.55,-0.0051626636751925,0.004724502078214,0.0,0.0238470487301226,0.0107907997092398,0.06,0.02441563736864089,0
2018-06-04,8.561325073242188,55.18038940429688,12.739999771118164,75.29000091552734,2746.8701171875,2.94,17.42,-0.0230376237864468,-0.008678594556486,-0.0300911696856,0.0512328696012848,0.0044695948983522,0.0499999999999998,0.05219872915203694,1
2018-06-05,8.434356689453125,55.049224853515625,12.399999618530272,75.37999725341797,2748.800048828125,2.92,17.11,-0.0149415301706563,-0.0023798434489731,0.0011946153804631,-0.0179558835202547,0.0007023462695756,-0.02,-0.01684717311532944,0
2018-06-06,8.425287246704102,55.31155776977539,11.640000343322754,75.36000061035156,2772.35009765625,2.97,17.31,-0.0010758760574301,0.0047541056545167,-0.0002653130352539,0.0116212812840156,0.0085309006373119,0.0500000000000002,0.005874319016917561,0
2018-06-07,8.343664169311523,56.14960479736328,12.130000114440918,77.31999969482422,2770.3701171875,2.93,17.37,-0.0097351014979778,0.0150377548701014,0.0256760120259586,0.0034602110648958,-0.0007144436219845,-0.04,-0.0011988004360615487,0
